beatmapset_id,beatmap_id,approved_str,version,star_rating,include,notes
2064141,4317322,graveyard,Frontier (360bpm),8.97803,0,
2302390,4921048,graveyard,Oni 1.05x (220bpm),8.97279,0,
2291884,4893357,graveyard,Un lucky,8.97277,0,
1869521,3846471,graveyard,Stream BPM315,8.96367,0,
2449985,5350139,graveyard,Dream,8.95974,0,
2373096,5124041,graveyard,1/6 Party 1.05x,8.95453,0,
2425470,5472366,graveyard,nerf,8.94886,0,
2185615,4620204,graveyard,mikuroni-255 BPM,8.94528,0,
1673407,3418129,graveyard,saikoro - far in the blue sky... (My Angel Koishi),8.94465,0,
2336003,5014693,graveyard,harder than scattered faith,8.93526,0,
2520506,5564641,graveyard,I'm your favorite sidekick,8.93379,0,
2389421,5503389,graveyard,streamZ (150bpm),8.9337,0,
2302404,4921088,graveyard,speedtest 0.9x (324bpm) (short),8.92937,0,
2419829,5263075,graveyard,SEXY! (1.4x),8.92912,0,
2546570,5643075,pending,Oni 1.3x,8.9273,0,
2326265,4986666,graveyard,Resurrection Magical,8.92452,0,
1311720,2718650,graveyard,Pyramid [1.6x Rate],8.92052,0,
2288716,4883935,graveyard,290BPM ALERT,8.91168,0,
2011088,4184791,graveyard,Unlimited Diff,8.9072,1,
2133527,4488288,graveyard,collab oni,8.905,0,
2374818,5128873,graveyard,Travel 0.83x (200bpm),8.90478,0,
2265160,4822407,graveyard,fairy tale 1.2x (306bpm),8.9041,0,
2520506,5564629,graveyard,nerf,8.89271,0,
2249949,4784771,graveyard,Jagger 1.3x,8.88601,0,
844378,4187749,graveyard,2023 Oni (240bpm),8.88256,0,
2290483,4888815,graveyard,Stream 1.45x (290bpm),8.88001,0,
1859298,3822037,graveyard,Under Construction,8.87973,0,
2229259,4730127,graveyard,x0.9,8.87248,0,
629068,1327880,graveyard,Expert Oni,8.87167,0,
1546065,3160091,graveyard,TAIKO DOMANITORS 1.2x,8.87113,0,
1255849,2609967,graveyard,gomi,8.86041,0,
1995957,4148148,graveyard,Despair 1.4x,8.85426,0,
562553,1189307,graveyard,Overlapse Oni,8.85405,0,
2145700,4519384,graveyard,Collapse,8.85397,0,
1360428,2815186,graveyard,Menstrual blood,8.85159,0,
2272646,4854313,graveyard,Infinity,8.84884,0,
1124597,2349891,graveyard,Mental Oni,8.84737,0,
1869521,3846470,graveyard,Stream BPM310,8.84605,0,
1257288,2612533,graveyard,Master,8.84464,0,
2348027,5050802,graveyard,White Inferno,8.84398,1,
1669328,3409039,graveyard,Challenge,8.84088,0,
1991895,4138886,graveyard,96-glass - LosLosLosLos 1.0x (300bpm),8.8389,0,
2547367,5645837,pending,eXceed 1.1x (339bpm),8.83878,0,
1758522,3600279,graveyard,Stamina Oni [1.2x Rate],8.8377,0,
2133199,4487427,graveyard,mashroom,8.83734,0,
2364500,5098248,graveyard,Dejection 1.4x,8.8371,0,
2471728,5415424,graveyard,Kohaku,8.83245,1,
2518182,5556376,graveyard,Furakutaru 1.3x,8.83241,0,
1851093,3802715,graveyard,SYNERGY,8.83219,1,
2188934,5282858,graveyard,^^ 1.1x,8.82881,0,
1609660,3286644,graveyard,DJ Sharpnel - FUTURE DOMINATORS 1.3x (KawaiiBass),8.82444,0,
2272646,5028620,graveyard,6min,8.82114,0,
2395584,5189036,graveyard,/// SPEED INSANITY ///,8.81437,1,
2553667,5669487,pending,phantom 0.8x (205bpm),8.8113,0,
2472167,5416571,graveyard,1.3x,8.80787,0,
1609660,3286645,graveyard,DJ Sharpnel - Pacific Girls 1.5x (My Angel Koishi),8.8071,0,
2137348,4498023,graveyard,Helblinde - Memoria (Original Mix),8.8054,0,
831418,1741826,graveyard,Stream290BPM,8.79935,0,
1332172,2760242,graveyard,Necromancy,8.79853,0,
2185615,4620208,graveyard,shironi-285 BPM,8.79091,0,
1954620,4248314,graveyard,Project Grimoire - Aenbharr [D],8.78892,0,
2416171,5251799,graveyard,Stream 280,8.7878,0,
1625035,3317760,graveyard,ferocious,8.78565,0,
1949268,4035435,graveyard,(Kawaiibass) NNHR - nanaks 1.07x,8.78387,0,
1952434,4043088,graveyard,Victory 1.1x,8.78121,0,
1546065,3504441,graveyard,TAIKO DOMANITORS 1.2x (NSV),8.77992,0,
1487571,3049792,graveyard,Kona Vs. _Kan2 Xenophobic Oni,8.77724,0,
2332215,5128203,graveyard,xi // Finixe,8.77629,0,
2297541,4907736,graveyard,Raijin no Dengeki 1.1x (275bpm),8.76993,0,
2009717,4231445,graveyard,"""Mad Scientist"" 2.90",8.76877,0,
2212295,4686767,graveyard,Soran,8.76657,0,
2502455,5506613,graveyard,OVERPROTECTION [290-normal] (yakisode),8.766,0,
1685823,3492671,graveyard,myon [1.2x Rate],8.76579,0,
2533689,5602197,graveyard,ZUTOMAYO - Time Left (TV Size),8.76485,0,
1992096,4139257,graveyard,Challenge 1.05x (290bpm),8.76214,0,
1609660,3286650,graveyard,Stream Dan,8.76099,0,
2098947,4402834,graveyard,x1.05,8.75575,0,
2361737,5120660,graveyard,Lycan's Sanbaiman,8.75523,0,
2360649,5087788,graveyard,>_< 1.4x,8.75244,0,
1858555,3820392,graveyard,Taiko Trial (Nerfed),8.75106,0,
2240593,4762006,graveyard,Chiptune Cacotopia,8.7508,0,
2423962,5275313,graveyard,yabai 0.9x,8.74203,0,
2351240,5059773,graveyard,DOUBLE!,8.74072,0,
2289193,4885198,graveyard,Stream Style [0.9x Rate],8.73724,0,
2393650,5183336,graveyard,2x 1.3x,8.73351,0,
1139669,2380642,graveyard,Wings (sakura_39 / Oni),8.73102,0,
2474030,5511903,graveyard,Destruction,8.73063,0,
1954620,4248313,graveyard,Project Grimoire - Aenbharr [C],8.72628,0,
1744551,3567870,graveyard,INTERNET OVERDOSE(Konpaku Sariel),8.72234,0,
2009904,4181956,graveyard,FUTURE DOMINATORS (Ikakun4),8.71679,0,
2344017,5038916,graveyard,Achromatic,8.71577,0,
2547364,5645831,pending,nerf 0.9x (180bpm),8.71265,0,
1816764,4938108,graveyard,1.3x,8.71016,0,
2255050,4797171,graveyard,DX,8.71015,0,
2478431,5436192,graveyard,end 0.8x (160bpm),8.70529,0,
2315958,4957852,graveyard,WORLD'S END,8.70135,0,
1909186,3937720,graveyard,SaLi Oni,8.69684,1,
1239533,2577112,graveyard,Dream Vandalism (applerss / Inner Oni),8.69598,0,
2533689,5602164,graveyard,chum - Sousei no Aquarion (Cut Ver.),8.69588,0,
2420995,5268273,graveyard,^^ 0.8x,8.69546,0,
1692209,3462954,graveyard,t/a/n/a/s/o/n/i,8.69198,1,
1884123,3879271,graveyard,The Empress,8.68788,0,
2042850,4262910,graveyard,t+pazolite - Cheatreal(nananass),8.68782,0,
2108664,4425671,graveyard,TSUYOI,8.68741,1,
1891472,3897141,graveyard,Taiko Transformation [FREQ +2] (1.12x),8.68531,0,
2026998,4223604,graveyard,<3 280,8.68264,0,
2102601,4411374,graveyard,Oni 1.2x,8.68152,0,
2119342,4451907,graveyard,Loli,8.68075,0,
2302404,4921080,graveyard,speedtest 0.8x (288bpm),8.67525,0,
1699152,3471868,graveyard,Eclipsed,8.67453,0,
1565914,3220717,graveyard,myon [FREQ +4] (1.26x),8.67437,0,
2327799,5552988,graveyard,Old Lunatic Stream 1.4x (280bpm),8.6721,0,
2288716,4883934,graveyard,280BPM ALERT,8.66362,0,
2022231,4211681,graveyard,Twilight 1.4x,8.66184,0,
2302390,5317183,graveyard,Oni (Edit),8.65891,0,
1384111,2859681,graveyard,uone&4sbet1's Inner Cataclysm,8.65825,0,
2275194,4898118,graveyard,cev's Ura Oni,8.65662,0,
1549892,3167256,graveyard,Menstrual blood,8.65535,0,
2302390,5108301,graveyard,Oni,8.65353,0,
2132002,4484500,graveyard,Fallen Angel,8.64739,0,
1654096,3376452,graveyard,Full (280bpm),8.64343,0,
1932437,3992569,graveyard,Mekadon Stream,8.64224,0,
2247160,4778080,graveyard,Ultimate 1.3x,8.64191,0,
2306252,4931679,graveyard,Baryogenesis [281 BPM],8.63959,0,
2364410,5097963,graveyard,Say-bing!,8.63696,0,
2556470,5678714,pending,TATAKATTERO 0.9x,8.63578,0,
2290483,4888816,graveyard,Stream 1.4x (280bpm),8.63382,0,
2281958,4865542,graveyard,Inner Oni (Short),8.63218,0,
1785473,3657084,graveyard,Twin [FREQ +2] (1.12x),8.63089,0,
951022,2201861,graveyard,Firce777's Future Oni,8.62952,0,
850390,1777963,graveyard,Angel 3,8.62814,0,
1966678,4078172,graveyard,x1.4,8.62523,0,
2373096,5124054,graveyard,1/6 Party,8.61972,0,
2469354,5408219,graveyard,levitate 1.3x,8.61722,0,
2315908,4959470,graveyard,Burnout 260,8.61652,0,
2346870,5047022,graveyard,Ura 0.9x,8.61503,0,
1869521,3846469,graveyard,Stream BPM300,8.61245,0,
2505675,5516945,graveyard,Trace of Anarchy,8.6121,1,
2416171,5251798,graveyard,Stream 272 (original),8.61124,0,
2395526,5188799,graveyard,360bpm,8.60805,0,
1937859,4005972,graveyard,STREAM INDUCTANCE [FREQ +5] (1.33x),8.60635,0,
2255305,4797679,graveyard,Stream 280bpm,8.60595,0,
2502455,5506615,graveyard,Epitaph [280-hard] (yakisode),8.60433,0,
962717,2015776,graveyard,TAIKO-HOLIC,8.59798,0,
2064746,4318863,graveyard,ITS SO LOOOOOOOOOOOOOOOOOUD 1.3x,8.59736,0,
2311630,4945654,graveyard,stream 300bpm,8.59725,0,
2064141,4317321,graveyard,Frontier (340bpm),8.59529,0,
1762194,3610831,graveyard,Lost 1.4x,8.59397,0,
2009904,4181960,graveyard,Moonearth (Lefty3),8.58814,0,
2318151,4974692,graveyard,Refrain 1.4,8.58806,0,
2376703,5134238,graveyard,Hell Oni 0.89x (392bpm),8.58464,0,
2276405,4851476,graveyard,Farewell [1.4x Rate],8.58409,0,
2009904,4193356,graveyard,FAKE PROMISE (LostF4te),8.5661,0,
1995791,5048097,graveyard,YuRa-yUrA ONi!!!,8.56438,0,
2388879,5169620,graveyard,No Going Back,8.55897,0,
831418,1741825,graveyard,Stream280BPM,8.55844,0,
2533689,5602169,graveyard,gingus - distortion plane,8.55424,0,
2327799,5552978,graveyard,Lunatic Neverending Stream 1.3x (260bpm),8.54808,0,
2402522,5211765,graveyard,Bakushinshin Stream,8.54609,0,
1862891,3856769,graveyard,Final Moment,8.54557,0,
2257577,4803540,graveyard,It's Showtime!,8.54507,0,
1758522,3600277,graveyard,Stamina Oni [1.15x Rate],8.54356,0,
1704544,3504392,graveyard,Flashback,8.54029,0,
2315506,4956063,graveyard,[Expert] Sparking Revolver / xi,8.53973,0,
1239533,2577115,graveyard,PUNCH MIND HAPPINESS (Cihyaa / YOUTA's PUNCH TAIKO),8.53961,0,
2360286,5086794,graveyard,a 1.4x (294bpm),8.53487,0,
1140529,2382290,graveyard,shakei0821's Oni,8.53421,0,
720279,1520763,graveyard,Immortal Taiko Collab,8.53062,0,
2547367,5645835,pending,eXceed 1.05x (323bpm),8.52797,0,
2214423,4692061,graveyard,LUCKY STAR 1.4x,8.52607,0,
2459048,5377858,graveyard,0.8x,8.52025,0,
2289907,4887107,graveyard,kawaii 280bpm,8.51974,0,
2238724,4757977,graveyard,Psycho 1.2x,8.51939,0,
2362517,5092982,graveyard,WANTED LIST 1.2x,8.51779,0,
2529895,5591346,pending,TATSUJIN,8.51564,0,
1008692,2111529,graveyard,Blast Oni,8.51288,0,
2006190,4172740,graveyard,Zero Dimention,8.51213,0,
2188934,5282856,graveyard,^^ 1.05x,8.51083,0,
2432612,5300282,graveyard,Stream 1.3x,8.50314,0,
2185615,4620203,graveyard,mikuroni-240 BPM,8.50236,0,
2223968,4716176,graveyard,w,8.50232,0,
1311720,2718649,graveyard,Pyramid [1.5x Rate],8.50028,0,
2487322,5461703,graveyard,Surf 1.17x,8.50026,0,
2020623,4208047,graveyard,lerler300,8.49929,0,
1203946,2507043,graveyard,///Cosmic Skyscraper///,8.49816,1,
2218274,4701984,graveyard,x1.4,8.49778,0,
2402522,5210538,graveyard,Bakushin God,8.49252,0,
2533689,5602163,graveyard,Bambee - Bumble Bee (Game Ver.) (Nightcore Mix),8.49211,0,
1884123,3887517,graveyard,Seven Style,8.49052,0,
2398409,5197559,graveyard,T 1.19x (170bpm),8.48935,0,
1961281,4064700,graveyard,Baka 1.3x,8.48794,0,
1546065,3160042,graveyard,TAIKO DOMANITORS 1.1x,8.48712,0,
1949268,4035437,graveyard,(ekumea1123) R.I.P. - Fade 1.11x,8.48667,0,
2370306,5238241,graveyard,PLAY!,8.48639,0,
1359266,2812738,graveyard,Beta-Endorphin,8.48289,1,
2266618,4826281,graveyard,stream 260bpm,8.48057,0,
2533689,5602178,graveyard,kors k feat. Sunao Yoshikawa - 7 Colors,8.47878,0,
2161743,5212362,graveyard,Hell Oni,8.47403,0,
2327799,5552984,graveyard,Lunatic Stream 1.4x (280bpm),8.47124,0,
1339377,2774895,graveyard,EX'S ULTIMATE CHALLENGE,8.47027,0,
2215577,4694217,graveyard,a 1.3x (267bpm),8.46845,0,
2009904,4196785,graveyard,Burst Linker (Lefty3),8.46576,0,
1922351,4055014,graveyard,Lord of Shadow Flow 1.26x (250bpm),8.46519,0,
1490176,3054573,graveyard,MC Ganja,8.463,0,
2274087,4845010,graveyard,Tachyon 1.4x (252bpm),8.45666,0,
2062947,4314422,graveyard,Absolute Null Oni,8.45285,0,
1479178,3034571,graveyard,a,8.45246,1,
2214177,4691304,graveyard,stamina,8.44785,0,
1685823,3492668,graveyard,myon [1.15x Rate],8.44432,0,
2419829,5263074,graveyard,FRIGGIN (1.3x),8.44375,0,
2077780,4350669,graveyard,tech,8.44055,0,
2464181,5393103,graveyard,Just Notice Me,8.43919,0,
1546065,3504440,graveyard,TAIKO DOMANITORS 1.1x (NSV),8.43852,0,
2042850,4262901,graveyard,Creepy Nuts - Daten(nananass),8.43802,0,
2455754,5368242,pending,Lunatic Oni,8.43791,0,
1139669,2639672,graveyard,monolith (Speed Up Ver.) (Shallty / Walk the walk),8.43786,0,
1992096,4139380,graveyard,Challenge,8.4351,0,
1937859,4015634,graveyard,TAIKO INDUCTANCE [FREQ +6] (1.41x),8.43471,0,
1954620,4048162,graveyard,Toby Fox - THE WORLD REVOLVING (Raytoly Arrange) [D],8.43308,0,
1232365,2561917,graveyard,goreshit - Shit Palette 2.0 (Challenge) [23] [249],8.42715,0,
2343081,5036476,graveyard,Stream 0.87x (270bpm),8.42598,0,
2098947,4402833,graveyard,Oni,8.42205,0,
2001192,4162113,graveyard,Pacific Oni 260,8.42121,0,
2162414,4560235,graveyard,Inner Oni,8.41993,0,
1991895,4140715,graveyard,TV CF - Oronamin C,8.41409,0,
2288716,4883933,graveyard,270BPM ALERT,8.41288,0,
2502455,5506609,graveyard,#WE <3 YURI [270-hard] (yakisode),8.40767,0,
2502455,5506612,graveyard,Aimai Attitude (feat. Nakamura Sanso) [300-easy] (yakisode),8.4058,0,
2546570,5643074,pending,Oni 1.2x,8.39881,0,
1865460,3837126,graveyard,CATBOYPILLED 300,8.3977,0,
1255849,2609966,graveyard,Deadly Stream,8.39745,0,
1153663,2407831,graveyard,Shredding Whole Your Belonging Space-Time System,8.39729,0,
2185615,4620207,graveyard,shironi-270 BPM,8.39636,0,
2290483,4888813,graveyard,Stream 1.35x (270bpm),8.39157,0,
1139669,2380644,graveyard,Little Batty Foo Foo (Ryui / Taiko Collab),8.39141,0,
2371160,5117417,graveyard,O280STREAM,8.38962,0,
1997977,4152799,graveyard,Androgynous (280bpm),8.38813,0,
2203961,4665142,graveyard,^^ 1.1x,8.38663,0,
2371160,5117459,graveyard,O200TECHNO,8.37739,0,
2159553,4553330,graveyard,Imperishable Luminescence,8.37626,1,
2206699,4672523,graveyard,Viciously Subdued in a Web of Deceitful Temptation,8.37466,0,
2336557,5016130,graveyard,DEMOLITION,8.37386,0,
2533689,5602176,graveyard,Kicco & Ouse Akira - Ayashi Tsukiyo no Enishi yori (Game Ver.),8.3723,0,
1232365,2561932,graveyard,Shouichi Taguchi feat. Chata - anti (Medium) [23] [276],8.36977,0,
2533689,5602170,graveyard,Hakushi Hasegawa - Scary Point,8.3625,0,
2513141,5540013,graveyard,dork,8.36026,0,
1937831,4005791,graveyard,stream?,8.3522,0,
1869521,3846468,graveyard,Stream BPM290,8.35021,0,
2289193,4885195,graveyard,Stream Style [0.85x Rate],8.34757,0,
2502455,5506610,graveyard,Kamiari Algorithm (katagiri Bootleg) [290-easy] (yakisode),8.34569,0,
2502455,5506608,graveyard,Chousai Kenbo Sengen [280-normal] (yakisode),8.34235,0,
1949268,4035436,graveyard,(KawaiiBass) Lolly Tomboy - Fluctus 1.58x,8.33978,0,
2416171,5251797,graveyard,Stream 260,8.33031,0,
1558611,3183678,graveyard,Reverberation (Short ver.),8.32953,0,
2254537,4795827,graveyard,Neo 320bpm,8.32696,0,
2217925,4701154,graveyard,1.4x,8.32565,0,
679753,2496037,graveyard,EXHAUST,8.32437,0,
1891472,3897140,graveyard,Taiko Transformation [FREQ +1] (1.06x),8.32123,0,
1995957,4148147,graveyard,Despair 1.3x,8.31218,0,
1724975,3525388,graveyard,Paka,8.30825,0,
2249949,4784770,graveyard,Jagger 1.2x,8.30348,0,
831418,1741824,graveyard,Stream270BPM,8.30329,0,
2265160,4822406,graveyard,fairy tale 1.1x (280bpm),8.29874,0,
730642,1541973,graveyard,Sorcery Light,8.29667,0,
2009717,4231444,graveyard,"""Mad Scientist"" 2.70",8.29639,0,
1785473,3657083,graveyard,Twin [FREQ +1] (1.06x),8.29522,0,
2364500,5098247,graveyard,Dejection 1.3x,8.28682,0,
2289058,4884844,graveyard,give me 1.15x,8.28519,0,
2289907,4887106,graveyard,kawaii 270bpm,8.28388,0,
2348027,5050794,graveyard,Boiling Point,8.28019,0,
2472167,5416570,graveyard,1.2x,8.27598,0,
2360649,5087787,graveyard,>_< 1.3x,8.27125,0,
1673407,3418125,graveyard,DJ Sharpnel - IVALTEK 1.3x (KawaiiBass),8.2696,0,
814850,1916496,wip,Skull Kid's HONISTY,8.26705,0,
1834496,3766165,graveyard,Ultra instinct,8.26592,0,
2518182,5556375,graveyard,Furakutaru 1.2x,8.26525,0,
1318851,2732120,graveyard,Limit Break,8.26083,0,
2034661,4242154,graveyard,ikas ika,8.26046,0,
1758522,3600278,graveyard,Stamina Oni [1.1x Rate],8.25763,0,
2326265,4986667,graveyard,Short ver.,8.25703,0,
1937859,4005971,graveyard,STREAM INDUCTANCE [FREQ +4] (1.26x),8.24617,0,
2231590,4736731,graveyard,Dancer 300,8.24564,0,
2343081,5036545,graveyard,SimpleStream 0.87x (270bpm),8.23825,0,
2476202,5429123,graveyard,V.I.S.,8.23401,0,
939967,1963258,graveyard,Stream [1.45x Rate],8.23119,0,
2395526,5188798,graveyard,340bpm,8.2296,0,
1332590,2760969,graveyard,bloodstained snow,8.22747,0,
1139669,2464640,graveyard,Overkill (Fallmorph / Emergency),8.22732,0,
2388609,5168997,graveyard,Obliteration,8.22342,0,
1673407,3418128,graveyard,laserimouto - Prismatix 1.35x (KawaiiBass),8.22225,0,
1139669,2639671,graveyard,HOPE (Speed Up ver.) (Shallty / Hope Oni),8.22063,0,
1949268,4035424,graveyard,(soloist) Seven Style - Shallty Style 1.07x,8.21885,0,
2120098,4454114,graveyard,Eternal Tribute,8.21808,0,
2313399,4950339,graveyard,Extra(WIP),8.21783,0,
2520506,5562964,graveyard,I'm your favorite sidekick 0.9x,8.21763,0,
1922351,4055013,graveyard,Lord of Shadow Flow 1.21x (240bpm),8.2122,0,
2257657,4803751,graveyard,Amplifying // 314,8.20707,0,
2443838,5332823,graveyard,Spark,8.20504,0,
1949353,4035665,graveyard,Taiko 1.36x (300bpm),8.20421,0,
2533689,5602190,graveyard,Street feat. Yuzuriha Erika - Song of Truth,8.20071,0,
2393650,5183335,graveyard,2x 1.2x,8.2006,0,
2513141,5540015,graveyard,i must apologise,8.19965,0,
1782462,3932534,graveyard,Ideal's Inferno,8.19924,0,
2376703,5134237,graveyard,Hell Oni 0.85x (374bpm),8.1973,0,
1704544,3482881,graveyard,Short ver,8.19385,0,
2042850,4262907,graveyard,Nanamori-chu * Goraku-bu - Happy Time wa Owaranai(nananass),8.19153,0,
1351231,2797425,graveyard,nako,8.18998,0,
2547367,5645839,pending,eXceed,8.18936,0,
1763113,3608720,graveyard,Battlefield,8.1874,1,
2088676,4377019,graveyard,Reika's chart,8.18551,0,
2533689,5602167,graveyard,diaxart - 2024 (Bad Apple x u i a oiiaoiia cat),8.18133,0,
2327799,5552987,graveyard,Old Lunatic Stream 1.3x (260bpm),8.17724,0,
2533689,5602162,graveyard,Luna Fozer - Overjoy * OVERDOSE!!,8.17651,0,
2502455,5506611,graveyard,#1208 [260-hard] (yakisode),8.17623,0,
480449,1584222,graveyard,tiko,8.17516,1,
2533689,5602195,graveyard,Watahana Ame - Yurushite Neko!!,8.17376,0,
2292262,4894299,graveyard,star *,8.17126,0,
1565914,3220716,graveyard,myon [FREQ +3] (1.19x),8.17093,0,
1952434,4043092,graveyard,Victory,8.17,0,
2520506,5562968,graveyard,nerf 0.9x,8.16947,0,
1816764,4938107,graveyard,1.2x,8.16858,0,
1511445,3353343,graveyard,Miracle Taiko [FREQ +6] (1.41x),8.1654,0,
2185615,4620206,graveyard,shironi-255 BPM,8.16526,0,
2363685,5095920,graveyard,Strawberry Flavor,8.16268,1,
2322004,4974949,graveyard,paranoid,8.16259,0,
2288716,4883932,graveyard,260BPM ALERT,8.1625,0,
2533689,5602179,graveyard,KOTOKO - Sakuranbo Kiss ~Bakuhatsu Damo~n~,8.16212,0,
1255849,2609968,graveyard,Inner Oni,8.15786,0,
2188934,5282860,graveyard,^^,8.15656,0,
1767679,3618341,graveyard,Oni,8.15319,0,
1233779,3650696,graveyard,-Abyss-,8.15223,0,
2312010,4946692,graveyard,Hell Kantan,8.1514,0,
1685823,3492669,graveyard,myon [1.1x Rate],8.15129,0,
880505,1841226,graveyard,Zenzen Chinchin,8.15078,0,
2022231,4211680,graveyard,Twilight 1.3x,8.14989,0,
2286678,4878554,graveyard,Stream 1.37x (260bpm),8.14745,0,
760371,1599194,graveyard,Stream fanower,8.14663,0,
2026998,4223603,graveyard,<3 260,8.14653,0,
2290483,4888814,graveyard,Stream 1.3x (260bpm),8.14537,0,
2393676,5183394,graveyard,Psychopathic Deathstream,8.14486,0,
2403689,5449399,graveyard,Psycho Fuck (250BPM with 1/6),8.14486,0,
1997977,4152798,graveyard,Androgynous (270bpm),8.14483,0,
617785,2060186,graveyard,nas,8.14209,0,
1966678,4078171,graveyard,x1.3,8.13988,0,
2306252,4934333,graveyard,A Cybernetic-Superluminal-Apocalyptic Post-War Divination [230-280 BPM],8.13299,0,
1744551,3567873,graveyard,N(layxa),8.13275,0,
2297541,4907739,graveyard,Raijin no Dengeki,8.1326,0,
2306252,4933070,graveyard,Intersect Thunderbolt-Remix [250 BPM],8.1326,0,
1046952,2188565,graveyard,20032.5,8.13254,0,
1630896,3329300,graveyard,Spooky,8.13203,0,
2495037,5483940,graveyard,Firce Force,8.13109,0,
1937859,4015633,graveyard,TAIKO INDUCTANCE [FREQ +5] (1.33x),8.12901,0,
2311630,4945653,graveyard,stream 280bpm,8.12821,0,
2272646,5028619,graveyard,3.5min,8.12575,0,
2470987,5412839,graveyard,ATP500,8.1257,0,
2398409,5197558,graveyard,T 1.12x (160bpm),8.12361,0,
1949268,4035431,graveyard,(loneyze) chaosmaid - PROTEIN 0.79x,8.12173,0,
2308485,4938086,graveyard,"[Kyoro] - Mochio- [1,1,1,1,1,1,2,2,2,3,3]",8.12143,0,
689970,1460366,graveyard,1km/s,8.121,0,
728613,1538225,graveyard,WereOni,8.11603,0,
2315908,4959469,graveyard,Burnout 240,8.11543,0,
1654096,3376479,graveyard,Full (260bpm),8.11396,0,
2255305,4797678,graveyard,Stream 260bpm,8.11161,0,
1869521,3846475,graveyard,Stream,8.11012,0,
2502455,5506603,graveyard,Clumsy thoughts [270-normal] (yakisode),8.10879,0,
2547866,5647046,pending,Intelligence,8.1056,0,
2247160,4778079,graveyard,Ultimate 1.2x,8.1051,0,
1762194,3606832,graveyard,Lost 1.3x,8.10448,0,
1143132,2387158,graveyard,Starlight,8.10198,0,
1609660,3286646,graveyard,goreshit - slavik goblins (KawaiiBass),8.09597,0,
1763703,3609947,graveyard,Neko Warrior,8.09297,0,
2318151,4974691,graveyard,Refrain 1.3,8.08961,0,
1954620,4113356,graveyard,Tatsh - Xevel [C],8.08711,0,
2276405,4851475,graveyard,Farewell [1.3x Rate],8.08656,0,
1884123,3887518,graveyard,The Limit Does Not Exist,8.08552,0,
1590989,3249434,graveyard,Stream Bomb 270,8.08452,0,
844378,1766326,graveyard,Last Moment,8.08372,0,
2185615,4620202,graveyard,mikuroni 225BPM,8.08278,0,
1954620,4048161,graveyard,Toby Fox - THE WORLD REVOLVING (Raytoly Arrange) [C],8.08034,0,
1862891,3830630,graveyard,Final Phase,8.0785,0,
2170055,4579640,graveyard,Hell Oni,8.07561,0,
1949268,4035423,graveyard,(X a v y) Susamaji Sakki!!!! 1.07x,8.07389,0,
2303998,4924961,graveyard,Singularity 1.4x,8.07335,0,
1311720,2718648,graveyard,Pyramid [1.4x Rate],8.0686,0,
1949268,4035426,graveyard,(Love) slavik goblins - ai 1.11x,8.06648,0,
1609660,3286652,graveyard,Vaenus - LazorBeamz (KawaiiBass),8.06631,0,
1232365,2561926,graveyard,katagiri - Penguins Prank Party (Medium) [23] [280],8.06519,0,
831418,1741823,graveyard,Stream260BPM,8.06233,0,
1921552,3966292,graveyard,Tipos Como Tu (320bpm),8.06122,0,
2511814,5536430,graveyard,This is how it should be!,8.05944,0,
1932437,3992568,graveyard,Mania Converted,8.05762,0,
2553666,5669485,pending,Flux,8.05653,0,
2403689,5449390,graveyard,Enuma Elis (234 BPM),8.05579,0,
2183411,4630588,graveyard,Mira's Undersea Labyrinth,8.05551,0,
2102601,4411373,graveyard,Oni 1.1x,8.05111,0,
2064746,4318862,graveyard,ITS SO LOOOOOOOOOOOOOOOOOUD 1.2x,8.04972,0,
1673407,3418121,graveyard,Aquestion - fragment 1.3x (KawaiiBass),8.04845,0,
2147824,4525265,graveyard,EXTRA,8.04812,0,
2214423,4692060,graveyard,LUCKY STAR 1.3x,8.04748,0,
2533689,5602188,graveyard,Silentroom - Alt Futur,8.04395,0,
2360286,5086793,graveyard,a 1.3x (273bpm),8.04334,0,
2467319,5402227,graveyard,Hypothermia,8.04299,0,
2158760,4551249,graveyard,Ambivalence 1.43x,8.04267,0,
2533689,5602184,graveyard,PSYQUI - Still Lonesome,8.04185,0,
1344711,2785004,graveyard,285,8.04134,0,
2289907,4887082,graveyard,kawaii 260bpm,8.04122,0,
1232365,2561908,graveyard,Camellia feat. Nanahira - Shakunetsu Candle Master Tomosy [21] [250],8.04092,0,
2023321,4214459,graveyard,The 124th Netherworld War,8.04047,1,
2317286,4962142,graveyard,Crazy Oni,8.03528,1,
1415091,2916522,graveyard,Fever Time!,8.03405,0,
2020623,4208046,graveyard,lerler280,8.03282,0,
2167674,4573328,graveyard,HELL STREAM,8.03087,0,
1954620,4113400,graveyard,Tatsh - Xevel [D],8.02937,0,
1232365,2561919,graveyard,Gram vs. Camellia - Ragnarok [20] [234],8.02737,0,
2340076,5026890,graveyard,Dance of Destruction,8.02162,1,
2327799,5552977,graveyard,Lunatic Neverending Stream 1.2x (240bpm),8.02086,0,
2321693,4974077,graveyard,CULMINATION,8.01965,1,
2218274,4701983,graveyard,x1.3,8.01664,0,
2514119,5544332,pending,Love Oni,8.01643,0,
2041522,4259407,graveyard,Double BPM,8.01633,0,
617785,2409466,graveyard,kiyOni 2020,8.01405,0,
